timestep,command,reward
290,forward,3.947705
291,forward,3.701787
292,forward,0.965805
293,forward,2.933976
294,forward,3.840720
295,forward,4.289478
296,forward,4.218538
297,forward,3.637504
298,forward,3.064129
299,forward,1.863240
300,forward,2.726831
301,forward,2.174525
302,forward,3.203313
303,forward,4.312518
304,forward,4.846295
305,forward,5.196096
306,forward,4.702323
307,forward,4.949416
308,forward,4.972635
309,forward,3.936751
310,forward,3.774662
311,forward,4.268836
312,forward,4.727608
313,forward,2.951486
314,forward,3.921620
315,forward,2.660790
316,forward,3.945148
317,forward,4.056373
318,forward,4.484093
319,forward,3.316001
320,forward,4.414308
321,forward,4.549860
322,forward,4.230014
323,forward,4.121339
324,forward,1.945134
325,forward,0.872070
326,forward,1.289858
327,forward,2.316554
328,forward,2.719949
329,forward,0.874057
330,forward,1.908141
331,forward,-0.330844
332,forward,-0.571735
333,forward,-0.386338
334,forward,-0.402618
335,forward,2.370704
336,forward,-0.447987
337,forward,0.906378
338,forward,3.374949
339,forward,4.493809
340,right,-3.785979
341,right,-2.418448
342,right,3.173160
343,right,4.234035
344,right,4.074358
345,right,4.493887
346,right,4.034169
347,right,3.630533
348,right,4.154394
349,right,3.574680
350,right,2.878307
351,right,2.879498
352,right,2.816090
353,right,1.703807
354,right,-0.654039
355,right,-2.454774
356,right,-2.217549
357,right,-2.012694
358,right,-3.164960
359,right,-4.560984
360,right,-3.898727
361,right,-3.484596
362,right,-3.689449
363,right,-5.032052
364,right,-5.028904
365,right,-5.028404
366,right,-5.032670
367,right,0.361477
368,right,-2.306546
369,right,-2.362689
370,forward,-1.588418
371,forward,-2.656840
372,forward,-0.276096
373,forward,-0.624442
374,forward,-1.874802
375,forward,-0.404887
376,forward,-0.988300
377,forward,-1.256961
378,forward,-0.342034
379,forward,-0.589154
380,forward,-1.603716
381,forward,-3.191745
382,forward,-5.444870
383,forward,-0.975982
384,forward,-0.492806
385,forward,-1.204576
386,forward,-0.536382
387,forward,-0.766515
388,forward,-0.820469
389,forward,-0.604908
390,forward,-0.422950
391,forward,-0.653832
392,forward,-0.377681
393,forward,-0.120299
394,forward,-0.919262
395,forward,-0.588420
396,forward,-1.574547
397,forward,-0.776915
398,forward,-1.238325
399,forward,-1.218377
400,forward,-1.525597
