timestep,command,reward
561,right,3.912584
562,right,4.190992
563,right,5.269443
564,right,5.191964
565,right,5.398561
566,right,5.353677
567,right,5.404255
568,right,4.257818
569,right,3.135661
570,right,-0.296665
571,right,1.064145
572,right,1.682766
573,right,5.157993
574,right,5.194658
575,right,5.382502
576,right,5.215054
577,right,5.016412
578,right,5.346806
579,right,4.402194
580,forward,-0.817211
581,forward,0.119437
582,forward,0.444619
583,forward,0.846929
584,forward,2.516246
585,forward,-0.509981
586,forward,1.442270
587,forward,3.352138
588,forward,5.051123
589,forward,3.419559
590,forward,3.842050
591,forward,2.627248
592,forward,1.736600
593,forward,-0.851803
594,forward,0.136819
595,forward,0.854392
596,forward,1.552666
597,forward,3.291597
598,forward,2.381972
599,forward,2.258341
600,forward,2.093709
601,forward,3.440814
602,forward,2.682987
603,forward,3.537015
604,forward,1.849415
605,forward,4.237362
606,forward,3.279909
607,forward,4.034053
608,forward,4.123033
609,forward,3.780476
610,forward,2.224265
611,forward,2.270502
612,forward,3.831594
613,forward,3.598309
614,forward,0.306541
615,forward,1.821891
616,forward,3.268032
617,forward,3.107790
618,forward,4.638049
619,forward,1.976514
620,forward,2.587971
621,forward,3.483055
622,forward,3.395280
623,forward,4.235341
624,forward,2.259248
625,forward,3.162127
626,forward,3.311156
627,forward,4.911529
628,forward,3.246911
629,forward,3.815357
630,forward,3.858208
631,forward,2.785076
632,forward,2.865302
633,forward,2.970029
634,forward,2.311700
635,forward,1.600965
636,forward,0.299835
637,forward,0.189614
638,forward,4.205458
639,forward,1.814350
640,forward,2.529837
641,forward,3.428935
642,forward,3.529649
643,forward,5.005531
644,forward,2.909509
645,forward,3.345346
646,forward,4.483955
647,forward,3.237024
648,forward,3.715983
649,forward,2.575841
650,forward,2.251342
651,forward,0.410936
652,forward,1.751915
653,forward,1.437676
654,forward,0.318769
655,forward,2.761960
656,forward,3.261498
657,forward,4.924174
658,forward,3.431150
659,forward,2.881317
660,forward,3.644866
661,forward,3.680776
662,forward,3.669271
663,forward,4.572606
664,forward,1.989381
665,forward,1.006732
666,forward,3.251280
667,forward,3.487456
668,forward,3.440566
669,forward,3.027865
670,forward,3.345309
671,forward,4.685995
672,forward,4.305217
673,forward,2.560012
674,forward,3.273994
675,forward,4.617065
676,forward,3.898841
677,forward,3.924104
678,forward,2.967312
679,forward,1.611048
680,stand,1.306934
681,stand,0.113181
682,stand,1.566557
683,stand,-0.258521
684,stand,1.722607
685,stand,3.033241
686,stand,3.826826
687,stand,4.303133
688,stand,4.187455
689,stand,4.054249
690,stand,3.920524
691,stand,3.472280
692,stand,2.488327
693,stand,1.131975
694,stand,1.423904
695,stand,2.563859
696,stand,2.981313
697,stand,3.524468
698,stand,3.304998
699,stand,2.646761
700,stand,2.325751
701,stand,3.485783
702,stand,3.053225
703,stand,2.746067
704,stand,2.986687
705,stand,3.094595
706,stand,2.834072
707,stand,3.078213
708,stand,3.040928
709,stand,3.163149
710,left,4.953931
711,left,-1.343422
712,left,-1.310599
713,left,-1.252837
714,left,-0.965985
715,left,-0.323798
716,left,5.131533
717,left,0.728536
718,left,-1.014330
719,left,3.457126
720,left,4.447227
721,left,5.223356
722,left,4.129446
723,left,2.568266
724,left,4.510776
725,left,-1.494557
726,left,3.485833
727,left,-1.422099
728,left,-0.014959
729,left,2.873019
730,left,5.321807
731,left,5.289915
732,left,5.314196
733,left,5.207204
734,left,4.981271
735,left,4.447974
736,left,4.567757
737,left,4.891824
738,left,4.794436
739,left,5.288853
740,forward,2.076619
741,forward,2.419114
742,forward,2.516537
743,forward,2.107508
744,forward,1.406397
745,forward,1.913279
746,forward,1.856006
747,forward,0.343599
748,forward,2.522541
749,forward,2.552230
750,forward,1.516327
751,forward,0.381720
752,forward,0.782412
753,forward,2.182625
754,forward,-0.373174
755,forward,-0.023416
756,forward,1.733393
757,forward,1.193188
758,forward,1.868594
759,forward,1.046324
760,forward,0.617593
761,forward,0.346342
762,forward,0.433010
763,forward,0.519691
764,forward,-0.630550
765,forward,1.759981
766,forward,0.544101
767,forward,2.489558
768,forward,2.146869
769,forward,4.656891
770,forward,3.874533
771,forward,4.274509
772,forward,3.505228
773,forward,2.962839
774,forward,4.008903
775,forward,4.818309
776,forward,2.093156
777,forward,3.618848
778,forward,2.727284
779,forward,4.419519
780,forward,4.766973
781,forward,0.917615
782,forward,2.439361
783,forward,3.889602
784,forward,3.688739
785,forward,3.847500
786,forward,3.533761
787,forward,1.556884
788,forward,2.966827
789,forward,3.875857
